"STATISTIC","Statistic Label","TLIST(A1)","Year","C02076V03371","Single year of age","C02710V03278","Ability to speak Irish","UNIT","VALUE"
"F8006C02","Percentage by ability to speak Irish","2011","2011","080","80 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","081","81 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","081","81 years","12","All Irish speakers","%","32.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","081","81 years","13","Non-Irish speakers","%","67.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","081","81 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","082","82 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","082","82 years","12","All Irish speakers","%","34.4"
"F8006C02","Percentage by ability to speak Irish","2011","2011","082","82 years","13","Non-Irish speakers","%","65.6"
"F8006C02","Percentage by ability to speak Irish","2011","2011","082","82 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","083","83 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","083","83 years","12","All Irish speakers","%","34.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","083","83 years","13","Non-Irish speakers","%","65.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","083","83 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","084","84 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","084","84 years","12","All Irish speakers","%","34.3"
"F8006C02","Percentage by ability to speak Irish","2011","2011","084","84 years","13","Non-Irish speakers","%","65.7"
"F8006C02","Percentage by ability to speak Irish","2011","2011","084","84 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","085","85 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","085","85 years","12","All Irish speakers","%","34.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","085","85 years","13","Non-Irish speakers","%","65.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","085","85 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","086","86 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","086","86 years","12","All Irish speakers","%","33.6"
"F8006C02","Percentage by ability to speak Irish","2011","2011","086","86 years","13","Non-Irish speakers","%","66.4"
"F8006C02","Percentage by ability to speak Irish","2011","2011","086","86 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","087","87 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","087","87 years","12","All Irish speakers","%","33.4"
"F8006C02","Percentage by ability to speak Irish","2011","2011","087","87 years","13","Non-Irish speakers","%","66.6"
"F8006C02","Percentage by ability to speak Irish","2011","2011","087","87 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","088","88 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","088","88 years","12","All Irish speakers","%","32.5"
"F8006C02","Percentage by ability to speak Irish","2011","2011","088","88 years","13","Non-Irish speakers","%","67.5"
"F8006C02","Percentage by ability to speak Irish","2011","2011","088","88 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","089","89 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","089","89 years","12","All Irish speakers","%","32.6"
"F8006C02","Percentage by ability to speak Irish","2011","2011","089","89 years","13","Non-Irish speakers","%","67.4"
"F8006C02","Percentage by ability to speak Irish","2011","2011","089","89 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","090","90 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","090","90 years","12","All Irish speakers","%","32.3"
"F8006C02","Percentage by ability to speak Irish","2011","2011","090","90 years","13","Non-Irish speakers","%","67.7"
"F8006C02","Percentage by ability to speak Irish","2011","2011","090","90 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","091","91 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","091","91 years","12","All Irish speakers","%","31.5"
"F8006C02","Percentage by ability to speak Irish","2011","2011","091","91 years","13","Non-Irish speakers","%","68.5"
"F8006C02","Percentage by ability to speak Irish","2011","2011","091","91 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","092","92 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","092","92 years","12","All Irish speakers","%","30.8"
"F8006C02","Percentage by ability to speak Irish","2011","2011","092","92 years","13","Non-Irish speakers","%","69.2"
"F8006C02","Percentage by ability to speak Irish","2011","2011","092","92 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","093","93 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","093","93 years","12","All Irish speakers","%","31.3"
"F8006C02","Percentage by ability to speak Irish","2011","2011","093","93 years","13","Non-Irish speakers","%","68.7"
"F8006C02","Percentage by ability to speak Irish","2011","2011","093","93 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","094","94 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","094","94 years","12","All Irish speakers","%","32.4"
"F8006C02","Percentage by ability to speak Irish","2011","2011","094","94 years","13","Non-Irish speakers","%","67.6"
"F8006C02","Percentage by ability to speak Irish","2011","2011","094","94 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","095","95 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","095","95 years","12","All Irish speakers","%","30.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","095","95 years","13","Non-Irish speakers","%","69.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","095","95 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","096","96 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","096","96 years","12","All Irish speakers","%","28.4"
"F8006C02","Percentage by ability to speak Irish","2011","2011","096","96 years","13","Non-Irish speakers","%","71.6"
"F8006C02","Percentage by ability to speak Irish","2011","2011","096","96 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","097","97 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","097","97 years","12","All Irish speakers","%","27.2"
"F8006C02","Percentage by ability to speak Irish","2011","2011","097","97 years","13","Non-Irish speakers","%","72.8"
"F8006C02","Percentage by ability to speak Irish","2011","2011","097","97 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","098","98 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","098","98 years","12","All Irish speakers","%","26.2"
"F8006C02","Percentage by ability to speak Irish","2011","2011","098","98 years","13","Non-Irish speakers","%","73.8"
"F8006C02","Percentage by ability to speak Irish","2011","2011","098","98 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","099","99 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","099","99 years","12","All Irish speakers","%","25.5"
"F8006C02","Percentage by ability to speak Irish","2011","2011","099","99 years","13","Non-Irish speakers","%","74.5"
"F8006C02","Percentage by ability to speak Irish","2011","2011","099","99 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","650","100 years and over","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","650","100 years and over","12","All Irish speakers","%","30.7"
"F8006C02","Percentage by ability to speak Irish","2011","2011","650","100 years and over","13","Non-Irish speakers","%","69.3"
"F8006C02","Percentage by ability to speak Irish","2011","2011","650","100 years and over","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","-","All ages","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","-","All ages","12","All Irish speakers","%","39.8"
"F8006C02","Percentage by ability to speak Irish","2016","2016","-","All ages","13","Non-Irish speakers","%","60.2"
"F8006C02","Percentage by ability to speak Irish","2016","2016","-","All ages","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","003","3 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","003","3 years","12","All Irish speakers","%","7"
"F8006C02","Percentage by ability to speak Irish","2016","2016","003","3 years","13","Non-Irish speakers","%","93"
"F8006C02","Percentage by ability to speak Irish","2016","2016","003","3 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","004","4 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","004","4 years","12","All Irish speakers","%","17.4"
"F8006C02","Percentage by ability to speak Irish","2016","2016","004","4 years","13","Non-Irish speakers","%","82.6"
"F8006C02","Percentage by ability to speak Irish","2016","2016","004","4 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","005","5 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","005","5 years","12","All Irish speakers","%","48.6"
"F8006C02","Percentage by ability to speak Irish","2016","2016","005","5 years","13","Non-Irish speakers","%","51.4"
"F8006C02","Percentage by ability to speak Irish","2016","2016","005","5 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","006","6 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","006","6 years","12","All Irish speakers","%","59.4"
"F8006C02","Percentage by ability to speak Irish","2016","2016","006","6 years","13","Non-Irish speakers","%","40.6"
"F8006C02","Percentage by ability to speak Irish","2016","2016","006","6 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","007","7 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","007","7 years","12","All Irish speakers","%","66.3"
"F8006C02","Percentage by ability to speak Irish","2016","2016","007","7 years","13","Non-Irish speakers","%","33.7"
"F8006C02","Percentage by ability to speak Irish","2016","2016","007","7 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","008","8 years","07","Population","%","100"
